word,syllable_count,word_length,vowel_sign_count,consonant_cluster,freq_rank,rare_consonant,difficulty,error_type
දීමත්,3,5,1,1,694,0,1,vowel_sign
දීමේදී,3,6,3,1,694,0,1,vowel_sign
දීලා,2,4,2,1,694,0,1,vowel_sign
දු,1,2,1,1,694,0,1,unfamiliar
දුකයි,3,5,2,1,694,0,1,vowel_sign
දුක්,2,4,1,1,232,0,0,none
දුන්නා,3,6,2,1,361,0,1,unfamiliar
දුන්නේ,3,6,2,1,361,0,1,vowel_sign
දුර,2,3,1,1,127,0,0,none
දුරැර,3,5,2,1,694,0,1,vowel_sign
දුව,2,3,1,1,232,0,0,none
දුවත්,3,5,1,1,694,0,1,unfamiliar
දුවනවා,4,6,2,1,172,0,1,long_word
දුවන්න,4,6,1,1,694,0,1,long_word
දුවමු,3,5,2,1,694,0,1,unfamiliar
දුවලා,3,5,2,1,694,0,1,unfamiliar
දෙ,1,2,1,1,694,0,1,vowel_sign
දෙක,2,3,1,1,172,0,1,vowel_sign
දෙන,2,3,1,1,232,0,1,vowel_sign
දෙනවා,3,5,2,1,694,0,1,vowel_sign
දෙන්න,3,5,1,1,60,0,1,vowel_sign
දෙන්නම්,4,7,1,1,172,0,1,long_word
දෙන්නයි,4,7,2,1,694,0,1,long_word
දෙන්නා,3,6,2,1,361,0,1,vowel_sign
දෙන්නේ,3,6,2,1,694,0,1,vowel_sign
දෙනා,2,4,2,1,97,0,1,vowel_sign
දෙනාට,3,5,2,1,97,0,1,vowel_sign
දෙනෙක්,3,6,2,1,694,0,1,vowel_sign
දෙපාර්තමේන්තු,7,13,4,2,694,0,1,long_word
දෙපාර්තමේන්තුව,8,14,4,2,97,0,1,long_word
දෙපාර්තමේන්තුවේ,8,15,5,2,694,0,1,long_word
දෙපැත්තට,5,8,2,1,694,0,1,long_word
දෙමව්පියන්ටත්,8,13,2,2,694,0,1,long_word
දෙමාපියන්,5,9,3,1,694,0,1,long_word
දෙමාපියන්ගේ,6,11,4,2,694,0,1,long_word
දෙමාපියන්හට,7,11,3,2,361,0,1,long_word
දෙමින්,3,6,2,1,694,0,1,vowel_sign
දෙමිනේ,3,6,3,1,694,0,1,vowel_sign
දෙමු,2,4,2,1,232,0,1,vowel_sign
දෙයක්,3,5,1,1,694,0,1,vowel_sign
දෙවන,3,4,1,1,694,0,1,vowel_sign
දේ,1,2,1,1,97,0,1,vowel_sign
දේවල්,3,5,1,1,694,0,1,vowel_sign
දො,1,2,1,1,694,0,1,vowel_sign
දොර,2,3,1,1,694,0,1,vowel_sign
දොළ,2,3,1,1,694,0,1,vowel_sign
දෝ,1,2,1,1,694,0,1,vowel_sign
ධනය,3,3,0,1,694,1,1,unfamiliar
ධනවත්,4,5,0,1,694,1,1,long_word
ධාන්‍ය,3,6,1,2,694,1,1,unfamiliar
න,1,1,0,1,361,0,1,unfamiliar
නංගි,2,4,1,1,172,0,1,vowel_sign
නංගියි,3,6,2,1,694,0,1,vowel_sign
නගින්න,4,6,1,1,694,0,1,long_word
නඟේ,2,3,1,1,694,1,1,vowel_sign
නටන්න,4,5,0,1,694,0,1,long_word
නටවන්නේ,5,7,1,1,694,0,1,long_word
නටා,2,3,1,1,694,0,1,unfamiliar
නතර,3,3,0,1,232,0,0,none
නන්දා,3,5,1,2,694,0,1,unfamiliar
නම්,2,3,0,1,172,0,0,none
නමා,2,3,1,1,361,0,1,unfamiliar
නමෝ,2,3,1,1,15,0,1,vowel_sign
නයන,3,3,0,1,694,0,1,unfamiliar
නව,2,2,0,1,361,0,1,unfamiliar
නවත්වන්න,6,8,0,2,172,0,1,long_word
නවන්න,4,5,0,1,694,0,1,long_word
නළාවෙන්,4,7,2,1,694,0,1,long_word
න්,1,2,0,1,694,0,1,unfamiliar
නා,1,2,1,1,694,0,1,unfamiliar
නාද,2,3,1,1,694,0,1,unfamiliar
නාලිකා,3,6,3,1,694,0,1,vowel_sign
නැ,1,2,1,1,694,0,1,vowel_sign
නැංවීම,3,6,2,1,694,0,1,vowel_sign
නැංවීමටත්,5,9,2,1,694,0,1,long_word
නැකත්,3,5,1,1,694,0,1,vowel_sign
නැග්ගට,4,6,1,1,694,0,1,long_word
නැග්ගා,3,6,2,1,361,0,1,vowel_sign
නැටිල්ල,4,7,2,1,361,0,1,long_word
නැටුමක්,4,7,2,1,694,0,1,long_word
නැටුම්,3,6,2,1,361,0,1,vowel_sign
නැටුවා,3,6,3,1,361,0,1,vowel_sign
නැණ,2,3,1,1,694,0,1,vowel_sign
නැද්ද,3,5,1,1,694,0,1,vowel_sign
නැන්දේ,3,6,2,2,694,0,1,vowel_sign
නැඹුරු,3,6,3,1,694,1,1,vowel_sign
නැවක,3,4,1,1,694,0,1,vowel_sign
නැවතත්,4,6,1,1,361,0,1,long_word
නැවතුණා,4,7,3,1,694,0,1,long_word
නැව්,2,4,1,1,694,0,1,vowel_sign
නැහැ,2,4,2,1,74,0,1,vowel_sign
නෑ,1,2,1,1,36,0,1,vowel_sign
නෑයෙක්,3,6,2,1,694,0,1,vowel_sign
නි,1,2,1,1,694,0,1,vowel_sign
නිකුත්,3,6,2,1,694,0,1,vowel_sign
නිතින,3,5,2,1,694,0,1,vowel_sign
නිදහස්,4,6,1,1,694,0,1,long_word
නිධානය,4,6,2,1,127,1,1,long_word
නිධානයක්,5,8,2,1,361,1,1,long_word
නිධානයේ,4,7,3,1,694,1,1,long_word
නින්දට,4,6,1,2,232,0,1,long_word
නිපුණතා,4,7,3,1,694,0,1,long_word
නිපුන්,3,6,2,1,53,0,1,vowel_sign
නිපුන්ගේ,4,8,3,2,694,0,1,long_word
නිපුන්ට,4,7,2,2,361,0,1,long_word
නිම,2,3,1,1,694,0,1,vowel_sign
නිමා,2,4,2,1,694,0,1,vowel_sign
නියාමනය,5,7,2,1,694,0,1,long_word
නිරත,3,4,1,1,694,0,1,vowel_sign
නිර්මාණය,5,8,2,2,361,0,1,long_word
නිර්මිත,4,7,2,2,694,0,1,long_word
නිරීක්ෂණයට,7,10,2,2,694,1,1,long_word
නිලධාරීන්ටත්,7,12,3,2,694,1,1,long_word
නිල්,2,4,1,1,232,0,1,vowel_sign
නිවරැදි,4,7,3,1,361,0,1,long_word
නිවසට,4,5,1,1,694,0,1,long_word
නිවාඩු,3,6,3,1,232,0,1,vowel_sign
නිවිති,3,6,3,1,694,0,1,vowel_sign
නිවේදනයක්,6,9,2,1,694,0,1,long_word
නිශ්ශබ්ද,5,8,1,2,694,1,1,long_word
නිශ්ශබ්දව,6,9,1,2,694,1,1,long_word
නිසා,2,4,2,1,172,0,1,vowel_sign
නී,1,2,1,1,694,0,1,vowel_sign
නු,1,2,1,1,694,0,1,unfamiliar
නුවණ,3,4,1,1,694,0,1,unfamiliar
නුසුදුසු,4,8,4,1,694,0,1,long_word
නූ,1,2,1,1,694,0,1,unfamiliar
නෙ,1,2,1,1,694,0,1,vowel_sign
නෙක,2,3,1,1,694,0,1,vowel_sign
නෙල්ලි,3,6,2,1,694,0,1,vowel_sign
නේ,1,2,1,1,232,0,1,vowel_sign
නේද,2,3,1,1,361,0,1,vowel_sign
නො,1,2,1,1,694,0,1,vowel_sign
නොකර,3,4,1,1,694,0,1,vowel_sign
නොකා,2,4,2,1,694,0,1,vowel_sign
නොකෑවට,4,6,2,1,694,0,1,long_word
නොගැනීමට,5,8,3,1,694,0,1,long_word
නොදැනීම,4,7,3,1,694,0,1,long_word
නොපමා,3,5,2,1,694,0,1,vowel_sign
නොමිලේ,3,6,3,1,694,0,1,vowel_sign
නොවැන්දාට,5,9,3,2,694,0,1,long_word
නෝ,1,2,1,1,694,0,1,vowel_sign
ඳ,1,1,0,1,694,1,1,unfamiliar
ඳ්,1,2,0,1,694,1,1,unfamiliar
ඳා,1,2,1,1,361,1,1,unfamiliar
ඳැ,1,2,1,1,694,1,1,vowel_sign
ඳෑ,1,2,1,1,694,1,1,vowel_sign
ඳු,1,2,1,1,694,1,1,unfamiliar
ඳූ,1,2,1,1,694,1,1,unfamiliar
ඳෙ,1,2,1,1,694,1,1,vowel_sign
ඳේ,1,2,1,1,694,1,1,vowel_sign
ඳො,1,2,1,1,694,1,1,vowel_sign
ඳෝ,1,2,1,1,694,1,1,vowel_sign
ප,1,1,0,1,361,0,1,unfamiliar
පට,2,2,0,1,361,0,1,unfamiliar
පටන්,3,4,0,1,172,0,0,none
පටුන,3,4,1,1,694,0,1,unfamiliar
පණ,2,2,0,1,694,0,1,unfamiliar
පණිවුඩය,5,7,2,1,694,0,1,long_word
පතක්,3,4,0,1,694,0,1,unfamiliar
පත්,2,3,0,1,694,0,1,unfamiliar
පතුලෙත්,4,7,2,1,694,0,1,long_word
පතෝල,3,4,1,1,694,0,1,vowel_sign
පද,2,2,0,1,694,0,1,unfamiliar
පද්මිණී,4,7,2,2,694,0,1,long_word
පදිමු,3,5,2,1,172,0,1,vowel_sign
පදිමූ,3,5,2,1,694,0,1,vowel_sign
පන්තිය,4,6,1,2,361,0,1,long_word
පන්තියක්,5,8,1,2,694,0,1,long_word
පන්තියට,5,7,1,2,694,0,1,long_word
පන්තියේ,4,7,2,2,694,0,1,long_word
පනිමින්,4,7,2,1,694,0,1,long_word
පනිමු,3,5,2,1,232,0,1,vowel_sign
පඳුරු,3,5,2,1,694,1,1,unfamiliar
පපුවේ,3,5,2,1,694,0,1,vowel_sign
පමණක්,4,5,0,1,694,0,1,long_word
පරපුරක්,5,7,1,1,694,0,1,long_word
පරාද,3,4,1,1,694,0,1,unfamiliar
පරිගණක,5,6,1,1,361,0,1,long_word
පරිච්ෙඡ්දයකි,7,12,3,2,694,1,1,long_word
පරිදි,3,5,2,1,694,0,1,vowel_sign
පරිසරයේ,5,7,2,1,694,0,1,long_word
පරෙස්සමින්,6,10,2,1,694,0,1,long_word
පලතුරු,4,6,2,1,694,0,1,long_word
පලාත,3,4,1,1,694,0,1,unfamiliar
පවනි,3,4,1,1,74,0,1,vowel_sign
පස්සෙන්,4,7,1,1,694,0,1,long_word
පස්සේ,3,5,1,1,361,0,1,vowel_sign
පසු,2,3,1,1,694,0,1,unfamiliar
පහන,3,3,0,1,694,0,1,unfamiliar
පහයි,3,4,1,1,694,0,1,vowel_sign
පහළ,3,3,0,1,694,0,1,unfamiliar
පහළට,4,4,0,1,694,0,1,long_word
පළමු,3,4,1,1,694,0,1,unfamiliar
පළමුවන,5,6,1,1,694,0,1,long_word
පළමුවෙනියා,6,10,4,1,694,0,1,long_word
ප්,1,2,0,1,694,0,1,unfamiliar
ප්‍රකාශන,5,8,1,2,42,1,1,long_word
ප්‍රකාශයට,6,9,1,2,694,1,1,long_word
ප්‍රධානතම,6,9,1,2,694,1,1,long_word
ප්‍රවේශයක්,6,10,1,2,694,1,1,long_word
ප්‍රාථමික,5,9,2,2,60,1,1,long_word
ප්‍රිය,3,6,1,2,694,0,1,vowel_sign
ප්‍රේම,3,6,1,2,694,0,1,vowel_sign
පා,1,2,1,1,361,0,1,unfamiliar
පාට,2,3,1,1,19,0,0,none
පාටින්,3,6,2,1,361,0,1,vowel_sign
පාඩම,3,4,1,1,127,0,0,none
පාඩම්,3,5,1,1,361,0,1,unfamiliar
පාඩමෙන්,4,7,2,1,127,0,1,long_word
පාඩුවේ,3,6,3,1,694,0,1,vowel_sign
පාත්ති,3,6,2,1,694,0,1,vowel_sign
පාද,2,3,1,1,694,0,1,unfamiliar
පායා,2,4,2,1,361,0,1,unfamiliar
පාර,2,3,1,1,361,0,1,unfamiliar
පාරට,3,4,1,1,694,0,1,unfamiliar
පාරේ,2,4,2,1,694,0,1,vowel_sign
පාසලට,4,5,1,1,361,0,1,long_word
පාසල්,3,5,1,1,97,0,0,none
පාසලේ,3,5,2,1,694,0,1,vowel_sign
පාළුවේ,3,6,3,1,694,0,1,vowel_sign
පැ,1,2,1,1,694,0,1,vowel_sign
පැංචෝ,2,5,2,1,694,0,1,vowel_sign
පැටව්,3,5,1,1,694,0,1,vowel_sign
පැටවු,3,5,2,1,232,0,1,vowel_sign
පැටවුන්ට,5,8,2,2,694,0,1,long_word
පැටළුණා,4,7,3,1,694,0,1,long_word
පැටළුණු,4,7,3,1,694,0,1,long_word
පැටියා,3,6,3,1,694,0,1,vowel_sign
පැටියාට,4,7,3,1,361,0,1,long_word
පැටියෙක්,4,8,3,1,694,0,1,long_word
පැණි,2,4,2,1,694,0,1,vowel_sign
පැත්තකින්,5,9,2,1,694,0,1,long_word
පැත්තට,4,6,1,1,694,0,1,long_word
පැත්තේ,3,6,2,1,361,0,1,vowel_sign
පැන,2,3,1,1,127,0,1,vowel_sign
පැනගිය,4,6,2,1,694,0,1,long_word
පැන්නා,3,6,2,1,127,0,1,vowel_sign
පැනිල්ල,4,7,2,1,361,0,1,long_word
පැවරෙන,4,6,2,1,694,0,1,long_word
පැහැදිලි,4,8,4,1,694,0,1,long_word
පැහැදිලියි,5,10,5,1,694,0,1,long_word
පැහැදිලිව,5,9,4,1,361,0,1,long_word
පැහුණා,3,6,3,1,694,0,1,vowel_sign
පැළ,2,3,1,1,361,0,1,vowel_sign
පෑ,1,2,1,1,694,0,1,vowel_sign
පෑනයි,3,5,2,1,694,0,1,vowel_sign
පි,1,2,1,1,694,0,1,vowel_sign
පිටකවර,5,6,1,1,694,0,1,long_word
පිටත්,3,5,1,1,694,0,1,vowel_sign
පිටියේ,3,6,3,1,694,0,1,vowel_sign
පිටිවහලක්,6,9,2,1,694,0,1,long_word
පිටු,2,4,2,1,361,0,1,vowel_sign
පින්තූර,4,7,2,2,127,0,1,long_word
පිනුමක්,4,7,2,1,694,0,1,long_word
පිනුම්,3,6,2,1,694,0,1,vowel_sign
පිපිලා,3,6,3,1,361,0,1,vowel_sign
පියවර,4,5,1,1,694,0,1,long_word
පියා,2,4,2,1,172,0,1,vowel_sign
පියාගේ,3,6,3,1,694,0,1,vowel_sign
පියාට,3,5,2,1,361,0,1,vowel_sign
පිරි,2,4,2,1,694,0,1,vowel_sign
පිරිලා,3,6,3,1,694,0,1,vowel_sign
පිරිසිදු,4,8,4,1,694,0,1,long_word
පිරුණු,3,6,3,1,361,0,1,vowel_sign
පිස,2,3,1,1,694,0,1,vowel_sign
පිහිටි,3,6,3,1,694,0,1,vowel_sign
පිළිගත්තා,5,9,3,1,694,0,1,long_word
පිළිගනු,4,7,3,1,694,0,1,long_word
පිළිතුර,4,7,3,1,694,0,1,long_word
පිළිබඳ,4,6,2,1,361,1,1,long_word
පිළිවෙළකට,6,9,3,1,694,0,1,long_word
පී,1,2,1,1,694,0,1,vowel_sign
පීඨාධිපති,5,9,4,1,694,1,1,long_word
පීන,2,3,1,1,361,0,1,vowel_sign
පීනනවා,4,6,2,1,172,0,1,long_word
පීනන්න,4,6,1,1,694,0,1,long_word
පීනා,2,4,2,1,694,0,1,vowel_sign
පු,1,2,1,1,694,0,1,unfamiliar
පුංචි,2,5,2,1,4,0,1,vowel_sign
පුටු,2,4,2,1,694,0,1,unfamiliar
පුටුවක්,4,7,2,1,694,0,1,long_word
පුත්තු,3,6,2,1,127,0,0,none
පුත්‍රයෝ,4,8,2,2,694,0,1,long_word
පුතා,2,4,2,1,31,0,0,none
පුතාගේ,3,6,3,1,361,0,1,vowel_sign
පුතාලා,3,6,3,1,361,0,1,unfamiliar
පුතු,2,4,2,1,694,0,1,unfamiliar
පුතුන්,3,6,2,1,694,0,1,unfamiliar
පුතේ,2,4,2,1,361,0,1,vowel_sign
පුද්ගලික,5,8,2,2,694,0,1,long_word
පුදුමයි,4,7,3,1,232,0,1,long_word
පුබුදු,3,6,3,1,694,0,1,unfamiliar
පුරවන්නේ,5,8,2,1,361,0,1,long_word
පුරවා,3,5,2,1,694,0,1,unfamiliar
පුරවැසියකු,6,10,4,1,694,0,1,long_word
පුරවැසියන්,6,10,3,1,694,0,1,long_word
පුරා,2,4,2,1,694,0,1,unfamiliar
පුරුද්දෙන්,5,10,3,1,694,0,1,long_word
පුරුදු,3,6,3,1,694,0,1,unfamiliar
පුවරුව,4,6,2,1,694,0,1,long_word
පුවරුවක්,5,8,2,1,694,0,1,long_word
පුවරුවෙන්,5,9,3,1,694,0,1,long_word
පුවරුවේ,4,7,3,1,694,0,1,long_word
පුහුල්,3,6,2,1,42,0,0,none
පුළුන්,3,6,2,1,694,0,1,unfamiliar
පුළුවන්,4,7,2,1,361,0,1,long_word
පූ,1,2,1,1,694,0,1,unfamiliar
පූජා,2,4,2,1,694,0,1,unfamiliar
පූර්ණ,3,5,1,2,694,0,1,unfamiliar
පූර්ව,3,5,1,2,694,0,1,unfamiliar
පෙ,1,2,1,1,694,0,1,vowel_sign
පෙට්ටි,3,6,2,1,694,0,1,vowel_sign
පෙත්ත,3,5,1,1,694,0,1,vowel_sign
පෙන්නුවා,4,8,3,1,361,0,1,long_word
පෙන්වන්නම්,6,10,1,2,694,0,1,long_word
පෙනුණා,3,6,3,1,361,0,1,vowel_sign
පෙනෙන,3,5,2,1,232,0,1,vowel_sign
පෙනෙනවා,4,7,3,1,694,0,1,long_word
පෙනෙන්නේ,4,8,3,1,694,0,1,long_word
පෙර,2,3,1,1,694,0,1,vowel_sign
පෙරවදන,5,6,1,1,694,0,1,long_word
පෙළට,3,4,1,1,361,0,1,vowel_sign
පෙළපොත,4,6,2,1,232,0,1,long_word
පෙළපොත්,4,7,2,1,694,0,1,long_word
පෙළපොතෙහි,5,9,4,1,694,0,1,long_word
පේ,1,2,1,1,694,0,1,vowel_sign
පේනවා,3,5,2,1,694,0,1,vowel_sign
පේර,2,3,1,1,694,0,1,vowel_sign
පේරගසේ,4,6,2,1,694,0,1,long_word
පේළිය,3,5,2,1,694,0,1,vowel_sign
පේළියට,4,6,2,1,232,0,1,long_word
පො,1,2,1,1,694,0,1,vowel_sign
පොකුණක්,4,7,2,1,694,0,1,long_word
පොකුරක්,4,7,2,1,694,0,1,long_word
පොකුරු,3,6,3,1,232,0,1,vowel_sign
පොත,2,3,1,1,127,0,1,vowel_sign
පොතක,3,4,1,1,694,0,1,vowel_sign
පොතක්,3,5,1,1,361,0,1,vowel_sign
පොත්,2,4,1,1,24,0,1,vowel_sign
පොතේ,2,4,2,1,232,0,1,vowel_sign
පොරමඬල,5,6,1,1,694,0,1,long_word
පොල්,2,4,1,1,694,0,1,vowel_sign
පොවා,2,4,2,1,694,0,1,vowel_sign
පොළ,2,3,1,1,232,0,1,vowel_sign
පොළක්,3,5,1,1,694,0,1,vowel_sign
පොළට,3,4,1,1,361,0,1,vowel_sign
පොළේ,2,4,2,1,694,0,1,vowel_sign
පොළොව,3,5,2,1,694,0,1,vowel_sign
පොළොවට,4,6,2,1,694,0,1,long_word
පෝ,1,2,1,1,694,0,1,vowel_sign
පෝච්චිවල,5,8,2,1,694,0,1,long_word
පෝෂණය,4,5,1,1,694,1,1,long_word
ඵලදායී,4,6,2,1,694,1,1,long_word
බ,1,1,0,1,361,0,1,unfamiliar
බට්ටා,3,5,1,1,172,0,0,none
බටු,2,3,1,1,694,0,1,unfamiliar
බඩගිනි,4,6,2,1,694,0,1,long_word
බඩගිනියි,5,8,3,1,694,0,1,long_word
බඩු,2,3,1,1,127,0,0,none
බඩුවක්,4,6,1,1,694,0,1,long_word
බණ්ඩක්කා,5,8,1,2,361,0,1,long_word
බණ්ඩාරවෙල,6,9,2,2,361,0,1,long_word
බත්,2,3,0,1,361,0,1,unfamiliar
බත්තරමුල්ල,7,10,1,1,694,0,1,long_word
බබළනවා,5,6,1,1,694,0,1,long_word
බබළයි,4,5,1,1,694,0,1,long_word
බය,2,2,0,1,694,0,1,unfamiliar
බයිසිකල්,5,8,2,1,694,0,1,long_word
බරට,3,3,0,1,694,0,1,unfamiliar
බලන්,3,4,0,1,694,0,1,unfamiliar
බලන්න,4,5,0,1,97,0,1,long_word
බලන්නකෝ,5,7,1,1,694,0,1,long_word
බලපෑම්,4,6,1,1,694,0,1,long_word
බලලා,3,4,1,1,694,0,1,unfamiliar
බලා,2,3,1,1,74,0,0,none
බලාගෙන,4,6,2,1,694,0,1,long_word
බලාපොරොත්තු,6,11,4,1,74,0,1,long_word
බව,2,2,0,1,361,0,1,unfamiliar
බසය,3,3,0,1,694,0,1,unfamiliar
බස්,2,3,0,1,42,0,0,none
බහ,2,2,0,1,694,0,1,unfamiliar
බ්,1,2,0,1,694,0,1,unfamiliar
බා,1,2,1,1,694,0,1,unfamiliar
බැ,1,2,1,1,694,0,1,vowel_sign
බැගින්,3,6,2,1,694,0,1,vowel_sign
බැන්දේ,3,6,2,2,694,0,1,vowel_sign
බැඳලා,3,5,2,1,694,1,1,vowel_sign
බැරි,2,4,2,1,361,0,1,vowel_sign
බැරිව,3,5,2,1,694,0,1,vowel_sign
බැලීමට,4,6,2,1,694,0,1,long_word
බැලුවා,3,6,3,1,97,0,1,vowel_sign
බැලුවේ,3,6,3,1,694,0,1,vowel_sign
බැවිනා,3,6,3,1,694,0,1,vowel_sign
බැස්සා,3,6,2,1,361,0,1,vowel_sign
බැහැ,2,4,2,1,232,0,1,vowel_sign
බෑ,1,2,1,1,694,0,1,vowel_sign
බෑගය,3,4,1,1,694,0,1,vowel_sign
බි,1,2,1,1,694,0,1,vowel_sign
බිංදු,2,5,2,1,694,0,1,vowel_sign
බිත්තියේ,4,8,3,1,694,0,1,long_word
බිම,2,3,1,1,694,0,1,vowel_sign
බිමට,3,4,1,1,694,0,1,vowel_sign
බිල්,2,4,1,1,694,0,1,vowel_sign
බිහි,2,4,2,1,694,0,1,vowel_sign
බී,1,2,1,1,694,0,1,vowel_sign
බීචි,2,4,2,1,694,0,1,vowel_sign
බු,1,2,1,1,694,0,1,unfamiliar
බුබුළු,3,6,3,1,361,0,1,unfamiliar
බුලත්,3,5,1,1,694,0,1,unfamiliar
බූ,1,2,1,1,694,0,1,unfamiliar
බෙ,1,2,1,1,694,0,1,vowel_sign
බෙදනවා,4,6,2,1,694,0,1,long_word
බෙදන්නේ,4,7,2,1,694,0,1,long_word
බෙදා,2,4,2,1,361,0,1,vowel_sign
බෙදුවා,3,6,3,1,694,0,1,vowel_sign
බෙරයට,4,5,1,1,694,0,1,long_word
බෙහෙතුත්,4,8,3,1,694,0,1,long_word
බේ,1,2,1,1,694,0,1,vowel_sign
බේරා,2,4,2,1,232,0,1,vowel_sign
බේරුණා,3,6,3,1,694,0,1,vowel_sign
බො,1,2,1,1,694,0,1,vowel_sign
බොනවා,3,5,2,1,232,0,1,vowel_sign
බොන්න,3,5,1,1,694,0,1,vowel_sign
බොමු,2,4,2,1,694,0,1,vowel_sign
බොහොම,3,5,2,1,361,0,1,vowel_sign
බෝ,1,2,1,1,361,0,1,vowel_sign
බෝතල්,3,5,1,1,694,0,1,vowel_sign
බෝල,2,3,1,1,361,0,1,vowel_sign
භක්ති,3,5,1,2,361,0,1,vowel_sign
භාර,2,3,1,1,694,0,1,unfamiliar
භාෂා,2,4,2,1,694,1,1,unfamiliar
භූමි,2,4,2,1,694,0,1,vowel_sign
භූමිය,3,5,2,1,694,0,1,vowel_sign
භේද,2,3,1,1,694,0,1,vowel_sign
ම,1,1,0,1,1,0,0,none
මං,1,2,0,1,53,0,0,none
මකුළු,3,5,2,1,232,0,0,none
මකුළුවා,4,7,3,1,232,0,1,long_word
මගින්,3,5,1,1,127,0,1,vowel_sign
මගේ,2,3,1,1,42,0,1,vowel_sign
මඟුල්,3,5,1,1,361,1,1,unfamiliar
මට,2,2,0,1,60,0,0,none
මටත්,3,4,0,1,232,0,0,none
මණ්ඩලය,5,6,0,2,694,0,1,long_word
මණ්ඩලයටත්,7,9,0,2,361,0,1,long_word
මත,2,2,0,1,361,0,1,unfamiliar
මතු,2,3,1,1,694,0,1,unfamiliar
මතුවන,4,5,1,1,694,0,1,long_word
මද්දුම,4,6,1,1,694,0,1,long_word
මධ්‍ය,3,5,0,2,694,1,1,unfamiliar
මධ්‍යස්ථානය,7,11,1,2,694,1,1,long_word
මනසට,4,4,0,1,694,0,1,long_word
මනුක,3,4,1,1,21,0,0,none
මනුකගේ,4,6,2,1,127,0,1,long_word
මනුකට,4,5,1,1,232,0,1,long_word
මම,2,2,0,1,127,0,0,none
මමත්,3,4,0,1,694,0,1,unfamiliar
මයා,2,3,1,1,97,0,0,none
මල,2,2,0,1,361,0,1,unfamiliar
මලක්,3,4,0,1,232,0,0,none
මල්,2,3,0,1,15,0,0,none
මල්ලි,3,5,1,1,361,0,1,vowel_sign
මලී,2,3,1,1,127,0,1,vowel_sign
මලීට,3,4,1,1,694,0,1,vowel_sign
මලේ,2,3,1,1,232,0,1,vowel_sign
මවකගෙ,4,5,1,1,694,0,1,long_word
මව්,2,3,0,1,694,0,1,unfamiliar
මව්පියෝ,4,7,2,2,694,0,1,long_word
මහ,2,2,0,1,361,0,1,unfamiliar
මහන්සි,4,6,1,2,361,0,1,long_word
මහන්සියට,6,8,1,2,361,0,1,long_word
මහරගම,5,5,0,1,694,0,1,long_word
මහා,2,3,1,1,361,0,1,unfamiliar
ම්,1,2,0,1,694,0,1,unfamiliar
මා,1,2,1,1,694,0,1,unfamiliar
මාංසපේශි,4,8,3,1,361,1,1,long_word
මාතා,2,4,2,1,60,0,0,none
මාධවන්,4,6,1,1,232,1,1,long_word
මානසික,4,6,2,1,694,0,1,long_word
මාමා,2,4,2,1,172,0,0,none
මාරු,2,4,2,1,361,0,1,unfamiliar
මාලාව,3,5,2,1,694,0,1,unfamiliar
මාලාවක්,4,7,2,1,694,0,1,long_word
මාළු,2,4,2,1,97,0,0,none
මාළුවා,3,6,3,1,232,0,0,none
මාළුවාගේ,4,8,4,1,694,0,1,long_word
මාළුවෙක්,4,8,3,1,232,0,1,long_word
මාළුවෝ,3,6,3,1,172,0,1,vowel_sign
මැ,1,2,1,1,694,0,1,vowel_sign
මැටි,2,4,2,1,232,0,1,vowel_sign
මැණික්,3,6,2,1,694,0,1,vowel_sign
මැදට,3,4,1,1,694,0,1,vowel_sign
මැද්දේ,3,6,2,1,694,0,1,vowel_sign
මැදුර,3,5,2,1,694,0,1,vowel_sign
මැන,2,3,1,1,361,0,1,vowel_sign
මෑ,1,2,1,1,694,0,1,vowel_sign
මෑකරල්,4,6,1,1,694,0,1,long_word
මි,1,2,1,1,694,0,1,vowel_sign
මිටියක්,4,7,2,1,694,0,1,long_word
මිටියයි,4,7,3,1,694,0,1,long_word
මිතුරු,3,6,3,1,694,0,1,vowel_sign
මිදුලට,4,6,2,1,694,0,1,long_word
මිදුලේ,3,6,3,1,694,0,1,vowel_sign
මින්,2,4,1,1,694,0,1,vowel_sign
මිනිස්සු,4,8,3,1,694,0,1,long_word
මිය,2,3,1,1,74,0,1,vowel_sign
මිරිස්,3,6,2,1,694,0,1,vowel_sign
මිල,2,3,1,1,232,0,1,vowel_sign
මිස,2,3,1,1,694,0,1,vowel_sign
මී,1,2,1,1,694,0,1,vowel_sign
මු,1,2,1,1,694,0,1,unfamiliar
මුංකැවුම්,4,9,3,1,694,0,1,long_word
මුක්තිය,4,7,2,2,694,0,1,long_word
මුකුණුවැන්න,6,11,4,1,232,0,1,long_word
මුදලාලිලා,5,9,4,1,694,0,1,long_word
මුද්‍රණය,5,8,1,2,232,0,1,long_word
මුදුනේ,3,6,3,1,694,0,1,vowel_sign
මුමුණනවා,5,8,3,1,694,0,1,long_word
මුල්ලක,4,6,1,1,694,0,1,long_word
මුලු,2,4,2,1,694,0,1,unfamiliar
මුව,2,3,1,1,694,0,1,unfamiliar
මුහුද,3,5,2,1,172,0,0,none
මුහුදින්,4,8,3,1,694,0,1,long_word
මුහුදෙ,3,6,3,1,694,0,1,vowel_sign
මූ,1,2,1,1,694,0,1,unfamiliar
මූලික,3,5,2,1,97,0,1,vowel_sign
මෙ,1,2,1,1,694,0,1,vowel_sign
මෙගොඩ,3,5,2,1,361,0,1,vowel_sign
